"user_name","user_description","user_link","location","investments","followers","date"
"Smart Home Audio Visual","Home Theatre Installation & Commercial Audio Visual Brisbane","https://angel.co/smart-home-audio-visual","Brisbane","Nov ’15",1,2015-11-01
"Gruntify","Smart geo-collaboration for the world","https://angel.co/gruntify","Brisbane","Oct ’15",1,2015-10-01
"Department Group","Digital Creative Agency","https://angel.co/department-group","Brisbane","Oct ’15",2,2015-10-01
"puntatore laser 200mw","twitter","https://angel.co/puntatore-laser-200mw","Roma","Oct ’15",1,2015-10-01
"Graffiti Enz","Graffiti-Enz has a range of exciting new graffiti removal products","https://angel.co/graffiti-enz","Brisbane","Oct ’15",1,2015-10-01
"C-Talk","Developing communication technology for the sea!","https://angel.co/c-talk-1","Brisbane","Sep ’15",1,2015-09-01
"Brisbane Solar Electrical","solar installers","https://angel.co/brisbane-solar-electrical","Brisbane","Sep ’15",1,2015-09-01
"Discover SEO Brisbane","SEO, Online Marketing Services","https://angel.co/discover-seo-brisbane-1","Brisbane","Sep ’15",1,2015-09-01
"laserpuntatore","puntatore laser,laser verde,laser blu,laser rosso,laser potente,","https://angel.co/laserpuntatore","Roma","Aug ’15",1,2015-08-01
"Cortex Networks","A New Innovative Network","https://angel.co/cortex-networks","Brisbane","Jul ’15",2,2015-07-01
"Magallan Spacee","New home designs, Building design","https://angel.co/magallan-spacee","Brisbane","Jul ’15",1,2015-07-01
"Base Architecture","Get the house designs Brisbane Online.","https://angel.co/base-architecture-2","Brisbane","Jul ’15",1,2015-07-01
"Elements Media","Custom content management systems for brands","https://angel.co/elements-media","Brisbane","Jun ’15",1,2015-06-01
"Best Bond Cleaning","We are the best cleaning services in  Queensland, Australia.","https://angel.co/best-bond-cleaning-1","Brisbane","Jun ’15",9,2015-06-01
"Friday Beers","Amazing Craft Beer Experience... Delivered Weekly!","https://angel.co/friday-beers","Brisbane","Nov ’15",4,2015-11-01
"Atypik Clothing","Italian Clothing For All Sports","https://angel.co/atypik-clothing-1","Roma","Jun ’15",1,2015-06-01
"Simplegration","You suck at running your business","https://angel.co/simplegration","Brisbane","Nov ’15",2,2015-11-01
"The Higher End","Application/website","https://angel.co/the-higher-end","Brisbane","May ’15",1,2015-05-01
"APM SOLUTIONS","APM SOLUTIONS is your one stop shop to property maintenance!","https://angel.co/apm-solutions","Brisbane","May ’15",1,2015-05-01
"Lay-Buy Financial Solutions Pty Ltd","Online Layaway_powered by PayPal","https://angel.co/lay-buy-financial-solutions-pty-ltd","Brisbane","Apr ’15",2,2015-04-01
"LawyerQuote","Comparison Service","https://angel.co/lawyerquote","Brisbane","May ’15",2,2015-05-01
"Lumi","Artificial Learning Device","https://angel.co/lumi-2","Brisbane","Apr ’15",1,2015-04-01
"Any Deliveries","Home delivery platform B2B/C2B","https://angel.co/any-deliveries","Brisbane","Apr ’15",1,2015-04-01
"Pawke","Point 'n click data collection from any website","https://angel.co/pawke","Brisbane","Apr ’15",1,2015-04-01
"Rockhampton Antenna & TV Services","Digital TV Antenna Rockhampton","https://angel.co/rockhampton-antenna-tv-services-1","Rockhampton","Apr ’15",1,2015-04-01
"ComunicaCity","Public Administration communicates with citizens and businesses","https://angel.co/comunicacity-2","Roma","Mar ’15",3,2015-03-01
"Mad Anth'm Productions","Feature Film","https://angel.co/mad-anth-m-productions","Brisbane","Feb ’15",2,2015-02-01
"Diamond Roof Tiling","We provide roof cleaning, roof painting, roof restoration and roof repairs in Brisbane.","https://angel.co/diamond-roof-tiling","Brisbane","Mar ’15",2,2015-03-01
"Powerseller Holdings","Sell online for less and buy risk free!","https://angel.co/powerseller-holdings","Brisbane","Mar ’15",1,2015-03-01
"The Protein Club","Supplements on Subscription","https://angel.co/the-protein-club","Brisbane","Feb ’15",1,2015-02-01
"Construct-Right","Construct-Right is the leading construction company based in Brisbane.","https://angel.co/construct-right","Brisbane","Jan ’15",1,2015-01-01
"Gemento","","https://angel.co/gemento","Gold Coast","Jan ’15",1,2015-01-01
"ReadyFit","Design","https://angel.co/readyfit","Brisbane","Dec ’14",1,2014-12-01
"TheRideAdvice.com","Quality motorcycle blog","https://angel.co/therideadvice-com","Brisbane","Dec ’14",2,2014-12-01
"Compare and Choose","Comparsion Website","https://angel.co/compare-and-choose","Brisbane","Dec ’14",1,2014-12-01
"Radio Workflow","Cloud Based Workflow for Radio Stations","https://angel.co/radio-workflow","Brisbane","Nov ’14",1,2014-11-01
"Labeeto","Social Networking Meets Fitness Dating","https://angel.co/labeeto","Brisbane","Oct ’14",2,2014-10-01
"rite.io - telling better stories.","media and content analysis (rite.io)","https://angel.co/rite-io-telling-better-stories","Brisbane","Sep ’14",3,2014-09-01
"Brisbane Airport Cars Rental","Hire a car at Brisbane Airport to plan your visit at your own terms.","https://angel.co/brisbane-airport-cars-rental-1","Brisbane","Aug ’14",1,2014-08-01
"Umig Italia srl","Advertising on ATM machines","https://angel.co/umig-italia-srl","Roma","Sep ’14",3,2014-09-01
"Binary Lane","Easy cloud hosting","https://angel.co/binary-lane","Brisbane","Jul ’14",8,2014-07-01
"Alpha Car Finance","Car","https://angel.co/alpha-car-finance","Brisbane","Apr ’14",1,2014-04-01
"Bob Gunn Termite Solutions","Pest Control","https://angel.co/bob-gunn-termite-solutions","Brisbane","Mar ’14",1,2014-03-01
"Bet King","Australian Bookmaker Reviews","https://angel.co/bet-king","Brisbane","Mar ’14",1,2014-03-01
"Side Effect","Real Estate","https://angel.co/side-effect-1","Brisbane","Mar ’14",1,2014-03-01
"Brus Media","Online advertising network","https://angel.co/brus-media-1","Brisbane","Feb ’14",2,2014-02-01
"Integrated Industry Ecology Pty.Ltd","Ship Scrap recycling","https://angel.co/integrated-industry-ecology-pty-ltd-2","Brisbane","Jan ’14",4,2014-01-01
"memeBig.com","Ultimate ideas collaboration platform","https://angel.co/memebig-com","Brisbane","Nov ’13",5,2013-11-01
"Attentive Painting & Decorating","Brisbane Painters","https://angel.co/attentive-painting-decorating","Brisbane","Apr ’14",1,2014-04-01
"Fortune Innovations Brisbane","Web Developmentservice in Brisbane","https://angel.co/fortune-innovations-brisbane","Brisbane","Sep ’13",1,2013-09-01
"Mystrata","Changing the global apartment management industry","https://angel.co/mystrata","Brisbane","Apr ’13",2,2013-04-01
"Effective Measure","","https://angel.co/effective-measure","Melbourne","Feb ’13",30,2013-02-01
"Macropod Software","We make software for Developers and Designers","https://angel.co/macropod-software","Melbourne","Mar ’11",434,2011-03-01
"Goodfilms","Goodreads for Films","https://angel.co/goodfilms","Melbourne","Oct ’11",130,2011-10-01
"Rome2rio","Discover how to get anywhere by plane, train, bus, ferry and automobile","https://angel.co/rome2rio","Melbourne","Apr ’11",218,2011-04-01
"CoinJar","Advancing consumer finance with bitcoin.","https://angel.co/coinjar","Melbourne","Apr ’13",218,2013-04-01
"99designs","","https://angel.co/99designs","Oakland","Jan ’12",113,2012-01-01
"Workplace Arcade","Work hard. Play harder. (500 Startups B17)","https://angel.co/arcade","Melbourne","Aug ’14",32,2014-08-01
"PredictBGL","Insane diabetes management","https://angel.co/predictbgl","Melbourne","Jul ’13",42,2013-07-01
"Omny Studio","Cloud on-demand audio management","https://angel.co/omnystudio","Melbourne","Mar ’12",260,2012-03-01
"ShareRails","On-site Social Commerce.","https://angel.co/sharerails-1","Melbourne","Jun ’12",16,2012-06-01
"Driftrock","The lifecycle social advertising platform","https://angel.co/driftrock","Melbourne","Jan ’14",64,2014-01-01
"Myagi","The online training network for retailers and suppliers.","https://angel.co/myagi","Melbourne","Nov ’13",31,2013-11-01
"Lexim","eLearning platform for the modern classroom","https://angel.co/lexim","Melbourne","Jul ’11",96,2011-07-01
"York Butter Factory","The co-working space for Australia's upstart entrepreneurs to #GSD","https://angel.co/yorkbutter","Melbourne","Sep ’12",273,2012-09-01
"Axiflux","The Future of the Electrical Machine","https://angel.co/axiflux","Melbourne","Oct ’12",90,2012-10-01
"Influx","Customer Support, Done.","https://angel.co/influx-1","Melbourne","Feb ’14",46,2014-02-01
"YourGrocer","Home delivery from the local shops you love","https://angel.co/yourgrocer","Melbourne","Oct ’14",53,2014-10-01
"Bluedot Innovation","The Most Accurate Location Services","https://angel.co/bluedot-innovation","San Francisco","Jul ’13",46,2013-07-01
"Peazie","Social Media Campaign Super Tools for Agencies and Publishers","https://angel.co/peazie","Melbourne","Jan ’13",26,2013-01-01
"Trustpilot","Online Review Community","https://angel.co/trustpilot","Melbourne","Jul ’15",65,2015-07-01
"Buildkite","","https://angel.co/buildkite","Melbourne","Mar ’12",22,2012-03-01
"Breezedocs","Sorting the world's documents","https://angel.co/breezedocs","Melbourne","Jun ’12",40,2012-06-01
"Tablo Publishing","YouTube for books.","https://angel.co/tablo-publishing","Melbourne","Feb ’13",86,2013-02-01
"Ediply","The easiest way to a global education","https://angel.co/ediply","Melbourne","Jun ’13",29,2013-06-01
"Flippa","Flippa.com #1 Marketplace to buy & sell Websites, Domains, Apps","https://angel.co/flippa","Melbourne","Mar ’12",88,2012-03-01
"Drawboard","Collaborative PDF annotation and workflow","https://angel.co/drawboard","Melbourne","Nov ’13",65,2013-11-01
"elevio","Pre-emptive Support Platform","https://angel.co/elevio-1","Melbourne","Sep ’15",22,2015-09-01
"CliniCloud","Software and devices for home healthcare","https://angel.co/clinicloud","Melbourne","Mar ’14",39,2014-03-01
"Medallia","Software to understand and improve the customer experience.","https://angel.co/medallia","Palo Alto","Jan ’12",133,2012-01-01
"etaskr","Private and internal oDesk for enterprise","https://angel.co/etaskr","Melbourne","May ’13",29,2013-05-01
"Redu.us","We create games for people to learn.","https://angel.co/redu-us","Melbourne","Apr ’12",62,2012-04-01
"Surprise Attack","Miramax for independent digital video games","https://angel.co/surprise-attack","Melbourne","May ’14",19,2014-05-01
"c8apps","Mobile sports games","https://angel.co/c8apps","Melbourne","May ’12",25,2012-05-01
"Learnable","Actionable, results-focused online learning","https://angel.co/learnable-1","Melbourne","Jan ’15",11,2015-01-01
"Vinomofo","United by Wine","https://angel.co/vinomofo","Melbourne","Sep ’14",28,2014-09-01
"GetViable","Startup Platform guiding you from Idea to Pitch.","https://angel.co/getviable","Melbourne","Dec ’11",75,2011-12-01
"Venuemob","Wotif.com for event & function venues","https://angel.co/venuemob","Melbourne","Jun ’12",54,2012-06-01
"Listium","Create, manage, share and publish all your lists in one place.","https://angel.co/listium","Melbourne","Sep ’13",16,2013-09-01
"7pm Anywhere","'The Dating Game' online - making online dating feel like offline dating.","https://angel.co/7pm-anywhere","Melbourne","Sep ’12",47,2012-09-01
"AngelCube","Melbourne's first startup accelerator.","https://angel.co/angelcube-1","Melbourne","Aug ’14",16,2014-08-01
"LeadChat","Live Chatters For Lead Conversion","https://angel.co/leadchat","Melbourne","Sep ’15",4,2015-09-01
"Beanhunter","Find and share great coffee","https://angel.co/beanhunter","Melbourne","Apr ’12",42,2012-04-01
"Dragonfly","High quality freelancers for digital agencies","https://angel.co/dragonfly","Melbourne","Jun ’12",33,2012-06-01
"BYLD","Smart products for building and trade professionals.","https://angel.co/byld","Melbourne","Jul ’15",8,2015-07-01
"HeroBoyfriend","Helping couples extend the honeymoon phase.","https://angel.co/heroboyfriend","Melbourne","Jun ’15",9,2015-06-01
"XLabs","Mass Scale Webcam Eye Tracking Software","https://angel.co/xlabs","Melbourne","Apr ’14",13,2014-04-01
"ObjectHub","Firebase meets GitHub for faster collaborative development","https://angel.co/objecthub","Melbourne","Aug ’15",3,2015-08-01
"Cubio","It's like LaunchRock for Contests.","https://angel.co/cubio","Melbourne","Oct ’11",35,2011-10-01
"AirService","The mobile ordering solution","https://angel.co/airservice","Sydney","Aug ’12",65,2012-08-01
"chozun","Your smart little black book","https://angel.co/chozun","Melbourne","Jul ’14",14,2014-07-01
"BrickX","The new way to enter the property market.","https://angel.co/brickx","Sydney","Jul ’14",28,2014-07-01
"Zaq","Accept mobile payments, securely and easily.","https://angel.co/zaq","Melbourne","Jul ’12",13,2012-07-01
"Culture Amp","Culture Analytics for your company.","https://angel.co/culture-amp","Melbourne","Mar ’12",70,2012-03-01
"Smart Operational Agriculture Kit (SOAK)","Smart water usage on farms","https://angel.co/smart-operational-agricultural-toolkit-soak","Melbourne","Jun ’16",4,2016-06-01
"Brosa","Zara for Designer Furniture","https://angel.co/brosa","Melbourne","Apr ’14",23,2014-04-01
"BulkSMS","Bulk SMS delivery on the web","https://angel.co/bulksms","Melbourne","Aug ’12",10,2012-08-01
"Cashtivity","Teaching kids business, at scale.","https://angel.co/cashtivity","Melbourne","Oct ’12",15,2012-10-01
"Explainers","Explainer produces high quality, low cost animated explainer videos.","https://angel.co/explainers-1","Melbourne","Sep ’12",5,2012-09-01
"ResponSight","Behavioural risk profiling for security","https://angel.co/responsight","Melbourne","Jan ’16",4,2016-01-01
"Moodswing","Emotion and empathy based social network","https://angel.co/moodswing","Melbourne","May ’14",17,2014-05-01
"Y Audience","Facebook Ads for the Entire Web","https://angel.co/y-audience","Melbourne","May ’11",22,2011-05-01
"pantreeco","Business is complicated, pantreeco is simple, partnerships are important.","https://angel.co/pantree-co","Melbourne","Nov ’14",19,2014-11-01
"Minimum","Mobile-first lean UX and design-led engineering","https://angel.co/minimum","Melbourne","Mar ’13",14,2013-03-01
"CurveUp","CurveUp measures the successes of PR campaigns","https://angel.co/curveup-1","Melbourne","Aug ’15",10,2015-08-01
"SelfWealth","Collaborative investing tool","https://angel.co/selfwealth-1","Melbourne","Aug ’13",16,2013-08-01
"Zarfo","Create and Share Live Video","https://angel.co/zarfo","Melbourne","Jun ’14",16,2014-06-01
"noWorriesHire","Online aggregator and management tool for construction hire equipment","https://angel.co/noworrieshire","Melbourne","Feb ’13",25,2013-02-01
"Liquorun","Uber for Delivery","https://angel.co/liquorun","Melbourne","Aug ’13",37,2013-08-01
"IndexMedia","Making Images Interactive","https://angel.co/indexmedia","Melbourne","Dec ’12",26,2012-12-01
"La Mule","Carpooling platform","https://angel.co/la-mule","Melbourne","May ’15",11,2015-05-01
"JigSpace","Create and share interactive, 3D instructions for anything.","https://angel.co/jigspace","Melbourne","Mar ’16",5,2016-03-01
"Agriwebb Pty","Ebay for Livestock","https://angel.co/agriwebb-pty","Melbourne","Jan ’14",23,2014-01-01
"LKBK","Outfit inspiration whenever you need it.","https://angel.co/lkbk","Melbourne","Nov ’13",13,2013-11-01
"Perceptar","(BETA) Live Mobile Video Stream Jumping","https://angel.co/perceptar","Melbourne","Mar ’13",19,2013-03-01
"Lighthouse.io","Enterprise location platform","https://angel.co/lighthouseio","Melbourne","Mar ’15",9,2015-03-01
"Homepass","Uber for realestate","https://angel.co/homepass","Melbourne","Mar ’16",10,2016-03-01
"Coincraft","Financial Planning for Professional Service Industries","https://angel.co/coincraft","Melbourne","Apr ’14",17,2014-04-01
"SweetHawk","Voice for ecommerce","https://angel.co/sweethawk","Melbourne","Aug ’15",7,2015-08-01
"Adslot","Adslot provides self-serve ad sales solutions for publishers.","https://angel.co/adslot","Melbourne","Apr ’12",13,2012-04-01
"Max Super","Australian online retail superannuation (pension) fund.","https://angel.co/max-super","Melbourne","Apr ’12",8,2012-04-01
"ChahChing","Pre-order, deals, loyalty, wallet consolidated  (Delivery Hero, GroupOn, Rewardle )","https://angel.co/chahching","Melbourne","Mar ’14",23,2014-03-01
"inkl","Creating the world's best coverage of international news and current affairs","https://angel.co/inkl-1","Melbourne","Mar ’15",14,2015-03-01
"NameTerrific","Domain names for geeks.","https://angel.co/nameterrific","Melbourne","Sep ’12",15,2012-09-01
"Solar eCRM","Solar CRM + ERP = Profit by eCRM","https://angel.co/solar-ecrm","Melbourne","Apr ’14",18,2014-04-01
"CRU - Winery Marketing","CRU is a full service digital sales and marketing platform.","https://angel.co/cru-winery-technology","Melbourne","Mar ’16",5,2016-03-01
"HotDoc","Online Medical Appointments for Australians","https://angel.co/hotdoc-3","Melbourne","Apr ’13",39,2013-04-01
"ettitude","The softest organic bamboo lyocell bedding for a healthy sleep.","https://angel.co/ettitude","Melbourne","Sep ’12",45,2012-09-01
"LifeGym","Gym habit app to change your lifestyle","https://angel.co/lifegym","Melbourne","May ’13",17,2013-05-01
"Localz","Integrating the physical and digital world for enterprise","https://angel.co/localz","Melbourne","Dec ’13",28,2013-12-01
"CareMonkey","Instant access to emergency and medical data for authorised carers on mobile devices","https://angel.co/caremonkey","Melbourne","Mar ’15",12,2015-03-01
"Jack","Nest for desks","https://angel.co/jack-io","Melbourne","Mar ’15",16,2015-03-01
"Vinspi","Custom Tailored Menswear Online","https://angel.co/vinspi","Melbourne","Apr ’14",8,2014-04-01
"Thinktank","Australia's first niched Social Media agency. Founded by Ben Acott","https://angel.co/thinktank","Melbourne","Mar ’14",5,2014-03-01
"Luma Launch","","https://angel.co/lumalaunch","Santa Monica","Oct ’15",21,2015-10-01
"Pipp It","Highlight & save on the web","https://angel.co/pipp-it","Melbourne","Sep ’13",2,2013-09-01
"BrandSpot","User friendly brand asset management","https://angel.co/brandspot","Melbourne","Sep ’14",10,2014-09-01
"Car Next Door","Turning any car into a share car","https://angel.co/car-next-door","Sydney","May ’13",38,2013-05-01
"Swarmdeck","Swarmdeck connects interesting startups to interested brands & agencies.","https://angel.co/swarmdeck","Melbourne","Aug ’14",7,2014-08-01
"Moushy","Record experiences, moush them together to create your Moushy.","https://angel.co/moushy","Melbourne","Jun ’14",10,2014-06-01
"Peer Academy","Peer-to-peer skillsharing for enterprises","https://angel.co/peer-academy","Melbourne","Mar ’15",10,2015-03-01
"Urbanetic","Reimagining city planning for the Web","https://angel.co/urbanetic","Melbourne","Aug ’15",15,2015-08-01
"OziRig","Kogan for Film Makers (OziRig)","https://angel.co/ozirig","Melbourne","May ’13",14,2013-05-01
"Datalabs","Data Visualization & Analytics","https://angel.co/datalabs","Melbourne","Mar ’14",8,2014-03-01
"UsabilityHub","","https://angel.co/usabilityhub","Melbourne","Feb ’16",5,2016-02-01
"eclicks","Control your advertisements and your brand","https://angel.co/eclicks-1","Melbourne","Oct ’14",3,2014-10-01
"Attendly","The Campaign Monitor of event registration","https://angel.co/attendly","Melbourne","Mar ’12",35,2012-03-01
"nuraloop","Self Learning Headphones","https://angel.co/nuraloop","Melbourne","Nov ’15",8,2015-11-01
"Influx Systems","Centralise SAP management and Support","https://angel.co/influx-systems","Melbourne","Aug ’15",1,2015-08-01
"Bluethumb","Australia's Online Art Marketplace","https://angel.co/bluethumb","Adelaide","Oct ’14",12,2014-10-01
"Umezoo","Classic Entertainment","https://angel.co/umezoo-2","Melbourne","Aug ’14",11,2014-08-01
"SmartrMail","Automatic, personalised email marketing based on customer behaviour","https://angel.co/smartrmail","Adelaide","Feb ’16",4,2016-02-01
"Language Your Way","Learning English via Gamification+Gamebased+Online Tutoring","https://angel.co/language-your-way","Melbourne","Jun ’16",7,2016-06-01
"bip.io","connect the services you love","https://angel.co/bipio","Melbourne","Jan ’16",3,2016-01-01
"TribalMind","Learn smarter and solve problems faster through the wisdom of the crowd","https://angel.co/tribalmind","Melbourne","Jul ’14",14,2014-07-01
"Pilgrim Coffee","Crowd-mapping the world's specialty coffee","https://angel.co/pilgrim-coffee","Melbourne","Oct ’15",6,2015-10-01
"tunedGlobal","Digital content everywhere","https://angel.co/tunedglobal","Melbourne","Jan ’13",12,2013-01-01
"Hood","Discover the world around you, as it happens","https://angel.co/hood","Melbourne","Feb ’12",21,2012-02-01
"DPMENG Pty Ltd (Freedom Powertrain)","Making Clean Tech Affordable","https://angel.co/dpmeng-pty-ltd-freedom-powertrain","Melbourne","Apr ’14",13,2014-04-01
"ProfitSharz","Gamified tools for productivity or sustainability.","https://angel.co/profitsharz","Melbourne","Nov ’13",9,2013-11-01
"Liminal VR","Consumer neuropsychology for virtual reality","https://angel.co/liminal-vr","Melbourne","Mar ’16",5,2016-03-01
"RedBlackTree","Product Strategy. Design. Development.","https://angel.co/redblacktree","Melbourne","Sep ’15",10,2015-09-01
"National Hands Network","Reigniting ""Locally Made""","https://angel.co/national-hands-network","Melbourne","Apr ’15",2,2015-04-01
"Dresscode Initiative","Dresscode Initiative is in the business of Fashion & Humanity","https://angel.co/dresscode-initiative","Melbourne","Apr ’15",2,2015-04-01
"Outroll","The Intelligent Cloud","https://angel.co/outroll","Melbourne","Mar ’16",1,2016-03-01
"Webfirm Group","Publicly-listed digital media solutions company","https://angel.co/webfirm-group","Melbourne","Apr ’12",5,2012-04-01
"Outroll Ventures","Venture Capital Through Joint Ventures","https://angel.co/outroll-ventures","Melbourne","Jun ’16",3,2016-06-01
"TheCarTest","Extended New Car Test Drives","https://angel.co/thecartest","Melbourne","Feb ’16",5,2016-02-01
"Emit Media","Simple live and on-demand streaming with smarts","https://angel.co/emit","Melbourne","Nov ’15",3,2015-11-01
"WishRegistry","Retailer agnostic WISH list tool, empowering customers to WISH, SNAP & SHARE","https://angel.co/wishregistry","Melbourne","Dec ’13",10,2013-12-01
"Connect Education","Getting top-performing graduates to teach their peers.","https://angel.co/connect-education","Melbourne","Apr ’14",10,2014-04-01
"Pathobin","Digital pathology hub","https://angel.co/pathobin","Melbourne","Apr ’14",6,2014-04-01
"NIESM","Seizure  free","https://angel.co/niesm","Melbourne","Apr ’16",2,2016-04-01
"Eventarc","Online event registration and ticketing","https://angel.co/eventarc","Melbourne","Mar ’12",20,2012-03-01
"Jump! Careers","Jump! the fastest pathway to success","https://angel.co/jump-careers","Melbourne","Oct ’15",6,2015-10-01
"Lunch Amigo","Connecting people over meals","https://angel.co/lunch-amigo","Melbourne","Apr ’14",5,2014-04-01
"Ferocia","Internet banking. Designed for now.","https://angel.co/ferocia","Melbourne","Jan ’14",17,2014-01-01
"Atlasa","Inspiring travel journeys.","https://angel.co/atlasa","Melbourne","May ’13",6,2013-05-01
"GoalsHi","World's fun productivity app for kids","https://angel.co/goalshi","Melbourne","Jul ’15",2,2015-07-01
"RWND","Fun looping videos that rewind.","https://angel.co/rwnd","Melbourne","Oct ’14",10,2014-10-01
"Cloudspark","We're an API and consultancy company helping businesses modernise and rebrand in the cloud","https://angel.co/cloudspark","Melbourne","Jul ’12",2,2012-07-01
"OurHome","Helping coordinate what families do and buy at home.","https://angel.co/ourhome","Melbourne","Dec ’14",19,2014-12-01
"Claiming.com.au","The Australian Medical Billing API","https://angel.co/claiming-com-au","Melbourne","Apr ’14",14,2014-04-01
"IntelligenceBank","Smart way to share documents and data with your team.","https://angel.co/intelligencebank-1","Melbourne","Aug ’13",3,2013-08-01
"ISSARA","Ethically handcrafted leather goods","https://angel.co/issara","Melbourne","Apr ’15",1,2015-04-01
"Wen test","wen test","https://angel.co/wen-test","Melbourne","Apr ’14",2,2014-04-01
"iTUR","Safety kit to be retrofitted within industrial metal stairs","https://angel.co/itur","Melbourne","Apr ’14",1,2014-04-01
"Superlive","Fantasy sports meets mobile casual gaming","https://angel.co/superlive","Melbourne","Feb ’14",8,2014-02-01
"Dropscape","Virtualize the ""I was here""","https://angel.co/dropapp","Melbourne","Jul ’15",5,2015-07-01
"Glu IO","Connecting services","https://angel.co/glu-io","Melbourne","Feb ’15",3,2015-02-01
"Zed Technologies","Patient controlled access to X-rays and scans","https://angel.co/zed-technologies","Melbourne","Mar ’14",21,2014-03-01
"Smart Urban Villages","Next Generation Sustainable Communities: Morgtage Free","https://angel.co/smart-urban-villages","Melbourne","Jun ’15",3,2015-06-01
"Punters.com.au","Social networking for horse racing","https://angel.co/punters-com-au-1","Melbourne","Dec ’15",4,2015-12-01
"Redbubble","Creating the world's largest marketplace for independent artists","https://angel.co/redbubble-1","Melbourne","Jan ’16",15,2016-01-01
"KareerTracker","","https://angel.co/kareertracker","Melbourne","Sep ’14",3,2014-09-01
"nightfly Services","SoLoMo nightlife recommendation engine","https://angel.co/nightfly-services-1","Melbourne","Sep ’12",10,2012-09-01
"SwatchMate","Shazam for color","https://angel.co/swatchmate","Melbourne","Jul ’13",17,2013-07-01
"GuessBox.io","B2B Verified Lead Generation & Outbound Email Marketing Tool","https://angel.co/guessboxapp","Melbourne","Jan ’16",7,2016-01-01
"LifeToYou Pty","Wholesome All-Day Snacks","https://angel.co/lifetoyou-pty","Melbourne","May ’14",8,2014-05-01
"Paygle","cloud based e-receipts and interactive shopping","https://angel.co/paygle","Melbourne","Nov ’15",10,2015-11-01
"Hello Code","Exist: Understand your life.","https://angel.co/hello-code","Melbourne","Nov ’13",20,2013-11-01
"FanFuel","We connect brands with influential athletes to create social media endorsement deals","https://angel.co/fanfuel","Melbourne","Jul ’13",21,2013-07-01
"Sidekicker","Revolutionising the way you hire temporary staff","https://angel.co/sidekicker","Melbourne","Jul ’14",19,2014-07-01
"Nomnoms","Weekly snack subscriptions for school lunchboxes","https://angel.co/nomnoms","Melbourne","May ’15",5,2015-05-01
"Slingshot Accelerator","Slingshot. We bring startups and and corporates together","https://angel.co/slingshot-accelerator","Sydney","Jun ’13",29,2013-06-01
"Airspaced","Connecting owners of commercial real estate with short-term tenants.","https://angel.co/airspaced-1","Melbourne","Dec ’13",15,2013-12-01
"Circulus Education","Digital Education Solutions","https://angel.co/circulus-education","Melbourne","Oct ’13",11,2013-10-01
"Hypetap","Influencer marketing platform","https://angel.co/hypetap","Melbourne","Apr ’14",11,2014-04-01
"Scann3d","Transforming physical places into digital spaces","https://angel.co/scann3d-1","Melbourne","Mar ’16",6,2016-03-01
"AUUG","Motion-based musical instruments","https://angel.co/auug-1","Melbourne","Sep ’14",11,2014-09-01
"StreetAdvisor","Yelp for Neighborhoods/Cities","https://angel.co/streetadvisor","Melbourne","Nov ’15",4,2015-11-01
"Silicon Beach OZ","Your Personal Tour Guide To The Australian Tech & Startup Community","https://angel.co/silicon-beach-oz","Melbourne","Mar ’13",20,2013-03-01
"ServiceRage","We track it — so you can avoid it.","https://angel.co/servicerage","Melbourne","Apr ’13",11,2013-04-01
"cheapstart","Run small business online affordably","https://angel.co/cheapstart","Melbourne","Sep ’11",16,2011-09-01
"121Gym","Smarter Workouts using your Pebble Watch","https://angel.co/121gym-1","Melbourne","Mar ’15",2,2015-03-01
"Moneytribe","Connect with people who have the same products and providers to buy smarter.","https://angel.co/moneytribe","Melbourne","Nov ’11",17,2011-11-01
"Limbr","Social support network & on-demand mental healthcare","https://angel.co/limbr","Melbourne","Sep ’15",11,2015-09-01
"Even Keel Lawyers","Venture-Focused Australian Legal Practice","https://angel.co/even-keel-lawyers","Melbourne","Jan ’13",17,2013-01-01
"Quanticare Technologies","Using data to keep people out of hospital","https://angel.co/quanticare-technologies","Melbourne","Apr ’14",10,2014-04-01
"dealroom.me","Seamless Negotiation","https://angel.co/dealroom-me","Melbourne","Nov ’13",16,2013-11-01
"flood.io","Distributed cloud load testing","https://angel.co/flood-io","Melbourne","Jun ’14",6,2014-06-01
"Melbourne Angels","Most Active Angel Investor Group in Victoria","https://angel.co/melbourne-angels-1","Melbourne","Aug ’14",26,2014-08-01
"Happily Contented","Content for consumers","https://angel.co/happily-contented","Melbourne","Mar ’16",1,2016-03-01
"FatSecret","Google for food and nutrition.","https://angel.co/fatsecret","Melbourne","Jan ’14",17,2014-01-01
"Socialbridge.me","Connecting the real world with the virtual - one QR code at a time.","https://angel.co/socialbridge-me","Melbourne","Aug ’12",10,2012-08-01
"Sky Software","CRM for education providers","https://angel.co/sky-software","Melbourne","Aug ’12",4,2012-08-01
"Last Chance Ads","'priceline.com' for advertising","https://angel.co/last-chance-ads","Melbourne","Jul ’11",26,2011-07-01
"Taggd","Transform UGC into focused endorsements for your products and value for your brand.","https://angel.co/taggd","Melbourne","Dec ’14",7,2014-12-01
"Spot Hop","Make outdoors fun","https://angel.co/spot-hop","Melbourne","May ’14",7,2014-05-01
"PredictiveMatch","Real-time behavioural classifieds recommendation engine","https://angel.co/predictivematch","Melbourne","Apr ’14",10,2014-04-01
"SCANN3D","Interior 3D Visualisation","https://angel.co/scann3d","Melbourne","Apr ’14",22,2014-04-01
